property_name,area_type,property_type,status,furnishing,facing,description,price,price_num,square_feet,price_per_sqft,floor_info,max_floors
"4 BHK Penthouse for Sale in The Iconic, Adajan Surat",Super Area,New Property,Poss. by Jun '24,Unfurnished,East,Luxurious Pentahouse For Sell In Adajan Pal Prime Area With All Luxurious Aminities.Read more,₹2.30 Cr ,23000000.0,4850.0,4747.0,7.0,13.0
"4 BHK Apartment for Sale in Avadh Copperstone, Dumas Road Surat",Super Area,Resale,Ready to Move,Unfurnished,North,"This lovely 4 BHK apartmentflat in Dumas is available for sale in one of Surats most popular projects, Avadh Copper Stone. The flat occupies a Super built up area of 2980 sq.ft. that consists of 4 bedrooms, 4 bathrooms and 2 balconies. The residential building has 11 floors in total and the flat for sale is located on the 3rd floor. This 15 years old property is available for immediate possession as the project is ready to move. Avadh Copper Stone is designed very well to provide modern facilities such as Swimming Pool, Security Personnel, Maintenance Staff, CCTV Surveillance, Club house  etc.Read more",₹1.54 Cr ,15400000.0,2980.0,5168.0,3.0,12.0
"4 BHK Apartment for Sale in Atmosphere Green, Vesu Surat",Super Area,New Property,Poss. by Aug '24,Unfurnished,East,4 BHk Luxurious flat ready for sale short time possession peacefully living society in vest in campus Jain Temple. Please contact for more details.Read more,₹1.90 Cr ,19000000.0,3400.0,5600.0,5.0,14.0
"3 BHK Apartment for Sale in sangini vedanta, Vesu Surat",Super Area,New Property,Ready to Move,Unfurnished,West,"Experience unparalleled planning with Sangini Vedanta unique 3BHK apartments, boasting open sides on all four fronts. Enjoy a lavish lifestyle with topnotch amenities. Located in a prime area with excellent connectivity, our apartments are 100 Vaastu compliant. Each flat comes with ample car parking space, and residents can relish 18,500 sq. ft. of lush green landscape area.Read more",₹1.59 Cr ,15900000.0,2450.0,6500.0,13.0,13.0
"4 BHK Apartment for Sale in Ascon Surya Green View, Vesu Surat",Carpet Area,Resale,Ready to Move,Unfurnished,North - East,Altra Luxurious 4 Bhk Flat For Sell In Vesu,₹1.90 Cr ,19000000.0,1650.0,6333.0,12.0,12.0
"4 BHK Penthouse for Sale in Sattvam, Pal Surat",Super Area,New Property,Poss. by Jul '24,Unfurnished,East,Luxurious Property For Sell In Surat Prime Area With all Luxurious Aminities.Read more,₹1.60 Cr ,16000000.0,3200.0,5000.0,13.0,13.0
"5 BHK Apartment for Sale in Sangini Skyteria, Vesu Surat",Carpet Area,New Property,Poss. by Jun '25,Unfurnished,East,"5bhk premium apartment on GD goenka Canal road,Surat",₹4.20 Cr ,42000000.0,3080.0,7500.0,5.0,18.0
4 BHK Apartment for Sale in Vesu Surat,Super Area,New Property,Poss. by Mar '25,Unfurnished,East,4 Bhk luxurious flat for sell in Vesu Prime Area with All Modern Aminities.Read more,₹3 Cr ,30000000.0,5000.0,6000.0,6.0,13.0
"4 BHK Penthouse for Sale in The Iconic, Pal Surat",Super Area,New Property,Poss. by Jun '24,Unfurnished,East,Luxurious Pentahouse For Sell In Adajan Pal Prime Area With All Luxurious Aminities.Read more,₹1.86 Cr ,18600000.0,3755.0,4971.0,13.0,13.0
"4 BHK Apartment for Sale in Sangini Evoq, Vesu Surat",Super Area,Resale,Ready to Move,Unfurnished,East,"A beautiful 4 bhk apartment in Vesu, Surat. It is a resale property in a promising locality. This well-designed new property is ready to move in. It is located on the 12  floor. The property ownership is freehold type and has a super built-up area of 3800 Sq. Ft. The apartment has marble flooring. With 2 balconys and 4 bathrooms, the apartment has quality features such as club housecommunity center, fitness center.Read more",₹2.84 Cr ,28400000.0,3800.0,7474.0,12.0,19.0
"4 BHK Apartment for Sale in Laxmi Aarambh, Vesu Surat",Super Area,New Property,Ready to Move,Unfurnished,East,"Aarambh is where luxury meets comfort and style meets elegance.Where life is a laidback retreat, as well as an exciting adventure. Where you nurture your future while indulging in your present.Aarambh as opulence homes is elegantly landscaped to give you a lively feel of the warmth of the gleaming afternoon sun and the cool breeze of the evening along with a comfortable pavement for morning and evening strolls. Explore more and more reasons to appreciate life.Read more",₹2.10 Cr ,21000000.0,3700.0,5676.0,10.0,13.0
"3 BHK Apartment for Sale in sangini vedanta, Vesu Surat",Super Area,New Property,Ready to Move,Unfurnished,East,"Experience unparalleled planning with our unique 3BHK apartments, boasting open sides on all four fronts. Enjoy a lavish lifestyle with topnotch amenities. Located in a prime area with excellent connectivity, our apartments are 100 Vaastu compliant. Each flat comes with ample car parking space, and residents can relish 18,500 sq. ft. of lush green landscape area.Read more",₹1.52 Cr ,15200000.0,2350.0,6500.0,1.0,13.0
"4 BHK Apartment for Sale in Om Icon, Vesu Surat",Carpet Area,Resale,Ready to Move,Unfurnished,North - East,Altra Luxurious 4 Bhk Flat For Sell In Vesu,₹2 Cr ,20000000.0,1850.0,5634.0,7.0,11.0
"3 BHK Apartment for Sale in Sangini Lakeville, Vesu Surat",Super Area,New Property,Poss. by Dec '25,Unfurnished,East,A spectacular High rise Apartment With A great view of Lake in the heart of cityRead more,₹1.95 Cr ,19500000.0,3000.0,6500.0,3.0,20.0
"4 BHK Apartment for Sale in Roongta Green Valley, Vesu Surat",Super Area,New Property,Poss. by Jun '24,Unfurnished,East,,₹3.05 Cr ,30500000.0,4491.0,6791.0,7.0,13.0
4 BHK Apartment for Sale in Vesu Surat,Super Area,New Property,Poss. by Mar '25,Unfurnished,East,,₹1.71 Cr ,17100000.0,3000.0,5700.0,8.0,12.0
"5 BHK Apartment for Sale in Shaligram The Emerald, Vesu Surat",Carpet Area,New Property,Ready to Move,Unfurnished,East,"5 BHK lavish Flats Ample car park per flat More than 30,000 Sqft of Landscape area Including Party Lawn VIP road Touch Project surrounded by Jain devotional places A bouquet of amenities  facilities covering an entire family One fix parking with personal electric point for vehicle charging. Italian marble flooring in entrance foyer, living room kitchen  dining space. All luxurious amenities.Read more",₹3.60 Cr ,36000000.0,2825.0,7011.0,9.0,11.0
"5 BHK Apartment for Sale in Triyom Palace, Vesu Surat",Carpet Area,New Property,Poss. by Dec '24,Unfurnished,North - East,"Introducing Triyom. We at Triyom understand the importance of spaces. We believe that wellbeing is an expression of the three dimensions of divinity  mental peace, Nature and physical balance. Every Triyom home embodies the three essences to give you an exquisite holistic Inner experience. Our properties are carefully handcrafted using elements and design chosen to envelop you in a spatial language of peaceful living that lets you transcend into divine by nature.Read more",₹4.80 Cr ,48000000.0,3300.0,8000.0,7.0,11.0
"3 BHK Apartment for Sale in Laxmi Aarambh, Vesu Surat",Super Area,New Property,Ready to Move,Unfurnished,East,"Aarambh is where luxury meets comfort and style meets elegance.Where life is a laidback retreat, as well as an exciting adventure. Where you nurture your future while indulging in your present.Aarambh as opulence homes is elegantly landscaped to give you a lively feel of the warmth of the gleaming afternoon sun and the cool breeze of the evening along with a comfortable pavement for morning and evening strolls. Explore more and more reasons to appreciate life.Read more",₹1.54 Cr ,15400000.0,2705.0,5693.0,8.0,13.0
"3 BHK Apartment for Sale in Laxmi Aarambh, Vesu Surat",Carpet Area,New Property,Ready to Move,Unfurnished,North - East,Altra Luxurious 3 Bhk Flat For Sell In Vesu,₹1.52 Cr ,15200000.0,1488.0,5637.0,7.0,13.0
"4 BHK Apartment for Sale in Roongta Estella, Vesu Surat",Carpet Area,New Property,Poss. by Jun '26,Unfurnished,East,Lifetime open View from your deck balcony,₹2.97 Cr ,29700000.000000004,2236.0,7316.0,3.0,19.0
"4 BHK Apartment for Sale in Milestone Elitus, Vesu Surat",Super Area,New Property,Poss. by Jun '24,Unfurnished,East,Luxurious Flat For Sell In Vesu Prime Area With All Aminities.,₹1.97 Cr ,19700000.0,3376.0,5835.0,8.0,13.0
5 BHK Penthouse for Sale in Dumas Road Surat,Super Area,New Property,Poss. by Mar '25,Unfurnished,East,3 To 5 Bhk Flat And Pentahouse for Sell In Dumas Road Prime Area With All Luxurious Aaminities.Read more,₹3.53 Cr ,35300000.0,6800.0,5200.0,11.0,12.0
"5 BHK Apartment for Sale in DMD Park, Vesu Surat",Super Area,New Property,Poss. by Dec '27,Unfurnished,North,"Situated in vesu, surat, dmd park is a well planned society that offers a pleasant living experience to its residents. This 5 bhk flat in surat is your opportunity to be a part of this community. The flat is facing the northEast direction. The flat is over 4675 sq.Ft. Super built up area and comes with 5 bedrooms, 5 bathrooms and 3 balconies. This flat lies on the 8th level of a 12 storey building. This residential property is still under construction and will be available for possession by december 2025. The beautifully designed granite flooring enhances the beauty of the flat.Read more",₹3.18 Cr ,31800000.0,4675.0,6802.0,5.0,12.0
"5 BHK Apartment for Sale in Avadh Ercole, Vesu Surat",Super Area,Resale,Poss. by Dec '27,Unfurnished,West,These Splendid saces are located among alluring greeneries and secured premisesAim to Redeine a new Dimension Of Luxury and Relaxation.Read more,₹3 Cr ,30000000.0,5260.0,5703.0,8.0,12.0
"4 BHK Apartment for Sale in Happy Astoria, Vesu Surat",Super Area,New Property,Poss. by Dec '24,Unfurnished,East,"This is very ideally located, opposite phoenix on vesu main road. All shopping, cinema, medical stores, banks, ATM near by. The flooring is Italian marble, outdoor facility like open amphitheater, jogging track, Gazebo sitting, Kitty party zone, Senior citizen seat out, sports include multipurpose court for badminton, volley ball court, Basket ball, Box cricket pitch, children play area, skating rink, and many more. Perfect for a family living.Read more",₹2.25 Cr ,22500000.0,3767.0,5991.0,5.0,14.0
"4 BHK Apartment for Sale in Laxmi Aarambh, Vesu Surat",Carpet Area,New Property,Ready to Move,Unfurnished,North - East,Altra Luxurious 4 Bhk Flat For Sell In Vesu,₹2.07 Cr ,20700000.0,2033.0,5627.0,5.0,12.0
"4 BHK Apartment for Sale in Rajhans Kronis, Vesu Surat",Carpet Area,New Property,Poss. by Jun '26,Unfurnished,East,4bhk premium apartment on VIP road,₹3.45 Cr ,34500000.0,2640.0,7191.0,5.0,13.0
"4 BHK Apartment for Sale in Sangini Siddhanta, Vesu Surat",Super Area,New Property,Poss. by Jun '24,Unfurnished,East,,₹3.20 Cr ,32000000.0,4000.0,8000.0,6.0,13.0
4 BHK Apartment for Sale in Dumas Road Surat,Super Area,New Property,Poss. by Mar '25,Unfurnished,East,3 To 5 Bhk Flat And Pentahouse for Sell In Dumas Road Prime Area With All Luxurious Aaminities.Read more,₹1.80 Cr ,18000000.0,3600.0,5000.0,5.0,12.0
"4 BHK Apartment for Sale in DMD Park, Vesu Surat",Super Area,New Property,Poss. by Dec '27,Unfurnished,East,"Looking for a 4 bhk property for sale in surat Buy this 4 bhk flat in dmd park that is situated in vesu, surat. The flat is southFacing. Constructed on a super built up area of 3510 sq.Ft., the flat comprises 4 bedrooms, 4 bathrooms and 2 balconies. The residential building has 12 floors in total and the flat for sale is located on the 5th floor. This residential property is still under construction and will be available for possession by december 2027. The beautifully designed granite flooring enhances the beauty of the flat. Moreover, this property offers close proximity to important .Read more",₹2.39 Cr ,23900000.0,3510.0,6809.0,1.0,12.0
"4 BHK Apartment for Sale in Avadh Ercole, Vesu Surat",Super Area,New Property,Poss. by Dec '27,Unfurnished,East,These Splendid saces are located among alluring greeneries and secured premisesAim to Redeine a new Dimension Of Luxury and Relaxation.Read more,₹2.05 Cr ,20500000.0,3600.0,5694.0,8.0,13.0
4 BHK Apartment for Sale in Vesu Surat,Carpet Area,New Property,Poss. by Mar '25,Unfurnished,East,150 feet Road touch and garden facing,₹1.84 Cr ,18400000.0,1650.0,5600.0,5.0,12.0
"4 BHK Apartment for Sale in DMD Park, Vesu Surat",Carpet Area,New Property,Ready to Move,Unfurnished,North - East,Altra Luxurious 4 Bhk Flat For Sell In Vesu,₹2.28 Cr ,22799999.999999996,1930.0,6500.0,7.0,11.0
"4 BHK Apartment for Sale in Avadh Ercole, Vesu Surat",Super Area,New Property,Poss. by Dec '25,Unfurnished,East,4bhk Apartment Near to surat diamond bourse,₹2.48 Cr ,24800000.0,4351.0,5700.0,5.0,13.0
"4 BHK Apartment for Sale in Avadh Ercole, Vesu Surat",Super Area,New Property,Poss. by Jun '24,Unfurnished,East,4 BHK Luxurious Flat For Sell In Vesu Prime Area.,₹2.16 Cr ,21600000.0,3800.0,5684.0,7.0,13.0
"5 BHK Apartment for Sale in Raghuvir Silverstone, Vesu Surat",Carpet Area,New Property,Ready to Move,Unfurnished,East,4351sqft to 5801sqft ultra luxurious property for sell with all morden amenities.Read more,₹3.13 Cr ,31300000.0,2393.0,7200.0,8.0,12.0
"4 BHK Apartment for Sale in Newtone Ashirwad River Homes 1, Piplod Surat",Carpet Area,New Property,Ready to Move,Unfurnished,East,,₹3.70 Cr ,37000000.0,2500.0,9102.0,6.0,12.0
"4 BHK Apartment for Sale in Avadh Ercole, Vesu Surat",Super Area,New Property,Poss. by Dec '24,Unfurnished,East,"4 bhk ultraluxury flat for sale in avadh ercole in vesu, surat.",₹1.90 Cr ,19000000.0,3600.0,5278.0,12.0,13.0
"4 BHK Apartment for Sale in Freedom Tower, Vesu Surat",Super Area,New Property,Poss. by Dec '26,Unfurnished,North,"The residential building has 12 floors in total and the flat for sale is located on the 5th floor. This residential property is still under construction and will be available for possession by december 2026. The beautifully designed granite flooring enhances the beauty of the flat. Moreover, this property offers close proximity to important landmarks such as close to mall, , and close to school. Many of the modern amenities being offered, like swimming pool, cctv surveillance, club house  community center, fitness centre  gym, park, lifts, maintenance staff and visitor parking, will provid.Read more",₹1.80 Cr ,18000000.0,3047.0,5907.0,5.0,12.0
"5 BHK Apartment for Sale in Avadh Bertina, Vesu Surat",Super Area,New Property,Poss. by Dec '25,Unfurnished,East,These Splendid saces are located among alluring greeneries and secured premisesAim to Redeine a new Dimension Of Luxury and Relaxation.Read more,₹3.36 Cr ,33600000.0,5600.0,6000.0,9.0,13.0
"3 BHK Apartment for Sale in Sky Superia, VIP Road Surat",Super Area,New Property,Ready to Move,Unfurnished,East,"Sky Superia is prime location project for 3BHK with specious bedroom with italian marble flooring. It has amenities like swimming pool,jogging track and well equipped gym. it has 11 ft height that gives a flat a lavish look and it is walking distance from Shyam Baba Mandir.Read more",₹1.51 Cr ,15100000.0,2400.0,6300.0,1.0,20.0
"4 BHK Apartment for Sale in Atmosphere Green, Vesu Surat",Carpet Area,New Property,Ready to Move,Unfurnished,North - East,Altra Luxurious 4 Bhk Flat For Sell In Vesu,₹1.86 Cr ,18600000.0,1870.0,5471.0,7.0,13.0
"4 BHK Apartment for Sale in DMD Signus, Vesu Surat",Super Area,New Property,Poss. by Jun '25,Unfurnished,East,4bhk Apartment With all lifestyle amenities in campus,₹2.25 Cr ,22500000.0,3133.0,7200.0,5.0,12.0
"4 BHK Apartment for Sale in Avadh Bertina, Vesu Surat",Carpet Area,New Property,Poss. by Jun '24,Unfurnished,East,Luxurious Flat For Sell In Vesu Prime Location With All Aminities.Read more,₹2.80 Cr ,28000000.0,2500.0,6100.0,7.0,13.0
"4 BHK Apartment for Sale in Laxmi Aarambh, Vesu Surat",Super Area,New Property,Ready to Move,Unfurnished,East,"Looking for a 4 bhk property for sale in surat Buy this 4 bhk flat in dmd park that is situated in vesu, surat. The flat is southFacing. Constructed on a super built up area of 3700 sq.Ft., the flat comprises 4 bedrooms, 4 bathrooms and 1 balconies. The residential building has 12 floors in total and the flat for sale is located on the 5th floor. This residential property is still under construction and will be available for possession by december 2023. The beautifully designed granite flooring enhances the beauty of the flat.Read more",₹2.14 Cr ,21400000.0,3700.0,5800.0,5.0,12.0
"4 BHK Apartment for Sale in Millionaires Lifestyle, Vesu Surat",Super Area,New Property,Poss. by Dec '24,Unfurnished,East,"Millionaires Lifestyle in Vesu, Surat is a ready to move residential project . The project offers meticulously designed 4 BHK FlatsApartments in Vesu, Surat for comfortable  peaceful living. The project is developed by Shreeji Develoupers  Milestone Reality.Read more",₹2.03 Cr ,20299999.999999996,3113.0,6521.0,8.0,14.0
"4 BHK Apartment for Sale in Sangini Arise, Vesu Surat",Super Area,New Property,Ready to Move,Unfurnished,North,"Sangini Arise is one of the most premium residential project by well known Sangini Developers. The 4 BHK residential flats has specious bedrooms , space for pooja room, deck balcony , servant room and goods lift for convenience. The project has world class aminities such as reflection pool, poolside deck, basketball court and banquet lawn.Read more",₹3.11 Cr ,31100000.0,4150.0,7500.0,2.0,17.0
"6 BHK Apartment for Sale in Avadh Ercole, Vesu Surat",Carpet Area,Resale,Poss. by Oct '25,Unfurnished,East,Double Decker,₹5.72 Cr ,57200000.0,5338.0,5902.0,11.0,12.0
"4 BHK Apartment for Sale in Rajhans Cremona, Vesu Surat",Carpet Area,New Property,Ready to Move,Unfurnished,North - East,Luxurious 4 Bhk Flat For Sell In Vesu,₹2.79 Cr ,27900000.0,2250.0,6805.0,7.0,13.0
"4 BHK Apartment for Sale in Milestone Pristine, Vesu Surat",Carpet Area,New Property,Poss. by Dec '24,Unfurnished,East,pure Vegetarian Campus with Possession soon,₹2.43 Cr ,24300000.0,2310.0,5786.0,5.0,12.0
"4 BHK Apartment for Sale in DMD Signus, Vesu Surat",Super Area,New Property,Poss. by Dec '24,Unfurnished,East,4 BHK Luxurious Flat For Sell in Vesu With All Aminities.Contact For More Details .Read more,₹2.13 Cr ,21300000.0,3133.0,6799.0,5.0,12.0
"5 BHK Apartment for Sale in Surya Heritage, Vesu Surat",Super Area,New Property,Ready to Move,Unfurnished,East,"Situated in vesu, surat, dmd park is a well planned society that offers a pleasant living experience to its residents. This 5 bhk flat in surat is your opportunity to be a part of this community. The flat is facing the northEast direction. The flat is over 7150 sq.Ft. Super built up area and comes with 5 bedrooms, 5 bathrooms and 1 balconies. This flat lies on the 8th level of a 12 storey building. This residential property is still under construction and will be available for possession by december 2023.Read more",₹5.72 Cr ,57200000.0,7150.0,8000.0,5.0,11.0
"4 BHK Apartment for Sale in Avadh Bertina, Vesu Surat",Super Area,New Property,Poss. by Dec '25,Unfurnished,East,These Splendid saces are located among alluring greeneries and secured premisesAim to Redeine a new Dimension Of Luxury and Relaxation.Read more,₹2.52 Cr ,25200000.0,4200.0,6000.0,7.0,12.0
"3 BHK Apartment for Sale in Sangini Lakeville, Vesu Surat",Super Area,New Property,Poss. by Dec '25,Unfurnished,East,4 BHK Luxurious Flat For Sell In Vesu Prime Area With All Aminities.Read more,₹2.02 Cr ,20200000.0,3000.0,6750.0,3.0,20.0
"5 BHK Apartment for Sale in Avadh Ercole, Vesu Surat",Carpet Area,Resale,Poss. by Oct '25,Unfurnished,East,Luxurious project,₹3.02 Cr ,30200000.0,2915.0,5700.0,5.0,12.0
"5 BHK Apartment for Sale in Unison Crest, Vesu Surat",Carpet Area,New Property,Ready to Move,Unfurnished,North - East,Altra Luxurious 4 Bhk Flat For Sell In Vesu at premium location,₹3.90 Cr ,39000000.0,3135.0,6851.0,7.0,9.0
"4 BHK Apartment for Sale in Rajhans Corazo, Vesu Surat",Super Area,New Property,Poss. by Jul '24,Unfurnished,East,4bhk Apartment will all amenities in the campus,₹1.82 Cr ,18200000.0,3200.0,5688.0,4.0,13.0
"3 BHK Apartment for Sale in The Ultima, Vesu Surat",Super Area,New Property,Poss. by Jun '24,Unfurnished,East,Luxurious Flat For Sale In Vesu Prime Area With All Luxurious Aminities .Read more,₹1.51 Cr ,15100000.0,2550.0,5922.0,7.0,13.0
"3 BHK Apartment for Sale in Aarambh, Vesu Surat",Super Area,New Property,Ready to Move,Unfurnished,East,"The beautifully designed granite flooring enhances the beauty of the flat. Moreover, this property offers close proximity to important landmarks such as close to mall, , and close to school. Many of the modern amenities being offered, like swimming pool, cctv surveillance, club house  community center, fitness centre  gym, park, lifts, maintenance staff and visitor parking, will provide a pleasant living experience for you. This residential project ensures a 247 water supply for its residents.Read more",₹1.56 Cr ,15600000.0,2700.0,5800.0,5.0,12.0
"3 BHK Apartment for Sale in Sangini Lakeville, Vesu Surat",Super Area,New Property,Poss. by Sep '25,Unfurnished,East,"Nestled beside an untouched lake, a residence is poised to present the pinnacle of comfort and relaxation.Embrace the Azure Vistas, where luxury and nature harmoniously combine. Immerse yourself in Lavish Currents of Peace. Allow yourself to sink into a tranquil state of being. This exceptional dwelling is part of the exciting landscape of underconstruction projects in Surat, representing innovation and progress. Discover the allure of new residential projects that promise a fresh perspective on contemporary living.Read more",₹1.95 Cr ,19500000.0,3000.0,6500.0,8.0,20.0
"3 BHK Apartment for Sale in Sangini Evoq, Vesu Surat",Super Area,New Property,Ready to Move,Unfurnished,West,"This elegant 3bedroom apartment is nestled on the 14th floor in Vesu, Surat, offering a resale opportunity in a promising locale. The property boasts a wellthoughtout design with two types of flooring Italian marble and wooden, adding a touch of sophistication. With a spacious super builtup area of 2830 sq. ft., this apartment provides ample room for comfortable living. Featuring 1 balcony and 3 bathrooms, it is ready for immediate occupancy. Ownership is freehold, and the property includes soughtafter amenities such as a clubhouse, fitness center, community center, and an infinity pool.Read more",₹2.08 Cr ,20800000.0,2830.0,7350.0,16.0,20.0
"3 BHK Apartment for Sale in sangini vedanta, Vesu Surat",Carpet Area,Resale,Ready to Move,Unfurnished,North - East,Luxurious 3 Bhk Flat For Sell In Vesu,₹1.57 Cr ,15700000.0,1375.0,6300.0,6.0,12.0
"4 BHK Apartment for Sale in Green Valley, Bharthana Surat",Carpet Area,New Property,Ready to Move,Furnished,East,ultra luxurious Fully Furnished flat,₹3.70 Cr ,37000000.0,2800.0,13214.285714285714,1.0,13.0
"4 BHK Apartment for Sale in The Ultima, Vesu Surat",Super Area,New Property,Poss. by Jun '24,Unfurnished,East,Luxurious Flat For Sale In Vesu Prime Area With All Luxurious Aminities .Read more,₹2.01 Cr ,20099999.999999996,3400.0,5912.0,5.0,13.0
"4 BHK Apartment for Sale in Greenopolis, Vesu Surat",Super Area,New Property,Poss. by Aug '24,Unfurnished,North,"Looking for a 4 bhk property for sale in surat Buy this 4 bhk flat in dmd park that is situated in vesu, surat. The flat is southFacing. Constructed on a super built up area of 2831 sq.Ft., the flat comprises 4 bedrooms, 4 bathrooms and 1 balconies. The residential building has 12 floors in total and the flat for sale is located on the 5th floor. This residential property is still under construction and will be available for possession by august 2026Read more",₹1.55 Cr ,15500000.0,2831.0,5500.0,5.0,12.0
"5 BHK Apartment for Sale in Rajhans Golf Link, Vesu Surat",Super Area,New Property,Poss. by Dec '26,Unfurnished,East,"Welcome to an extraordinary living experience that surpasses all expectations  Living a Cut Above the Rest. Get ready to be enthralled by the enchanting landscape, meticulously crafted by an esteemed Singaporean designer. Brace yourself for an aweinspiring display of architectural brilliance, brought to life by the visionary talent of a Tokyobased architect.At this exclusive haven, we bring you a lifestyle that exceeds expectations and transcends boundaries. Indulge in the opulence and sophistication that awaits you at every corner.Read more",₹7.60 Cr ,76000000.0,8000.0,9500.0,9.0,17.0
"4 BHK Apartment for Sale in Raghuvir Sierra, Vesu Surat",Super Area,New Property,Poss. by Jul '25,Unfurnished,East,"Raghuvir Sierra is a Premium project by Raghuvir Developers in Vesu, Surat. It is located near VIP Road. The proposed luxurious flat is on 5th floor of the Tower and It has two type of living room i.e. formal and informal. It is  located near Jain temple and Aaradhna Bhavan.Read more",₹2.27 Cr ,22700000.0,3551.0,6402.0,5.0,12.0
"4 BHK Apartment for Sale in Milestone Spiti, Vesu Surat",Carpet Area,Resale,Ready to Move,Unfurnished,North - East,Luxurious 4 Bhk Flat For Sell In Vesu,₹1.59 Cr ,15900000.0,1650.0,5300.0,6.0,10.0
"4 BHK Apartment for Sale in Avadh Miliana, Vesu Surat",Super Area,New Property,Poss. by Jun '24,Unfurnished,East,Luxurious Flat For Sale In Vesu Prime Area With All Luxurious Aminities .Read more,₹3.96 Cr ,39600000.0,5500.0,7200.0,6.0,13.0
4 BHK Apartment for Sale in Vesu Surat,Super Area,New Property,Poss. by Mar '25,Unfurnished,East,4 Bhk luxurious flat for sell in Vesu Prime Area with All Modern Aminities.Read more,₹2.16 Cr ,21600000.0,3600.0,6000.0,6.0,13.0
"5 BHK Apartment for Sale in Triyom Palace, Vesu Surat",Super Area,New Property,Poss. by Dec '27,Unfurnished,East,"Situated in vesu, surat, dmd park is a well planned society that offers a pleasant living experience to its residents. This 5 bhk flat in surat is your opportunity to be a part of this community. The flat is facing the northEast direction. The flat is over 5302 sq.Ft. Super built up area and comes with 5 bedrooms, 5 bathrooms and 2 balconies. This flat lies on the 8th level of a 12 storey building. This residential property is still under construction and will be available for possession by december 2027. The beautifully designed granite flooring enhances the beauty of the flat.Read more",₹4.24 Cr ,42400000.0,5302.0,8000.0,5.0,12.0
"4 BHK Apartment for Sale in Avadh Classima, Rundh Surat",Super Area,New Property,Poss. by Dec '26,Unfurnished,East,These Splendid saces are located among alluring greeneries and secured premisesAim to Redeine a new Dimension Of Luxury and Relaxation.Read more,₹5.48 Cr ,54800000.00000001,6095.0,9000.0,9.0,13.0
"4 BHK Apartment for Sale in Milestone Elitus, Vesu Surat",Super Area,New Property,Poss. by Dec '26,Unfurnished,East,"MILESTONE ELITUS,  is a premium 4 bhk project near canal road, Dream heritage crossing, on 2nd vip road.  Milestone superior construction and good amenities make a family living peaceful. Follows green building norms, with fire safety.  Good children playing area, banquet hall, Gym, and swimming pool.Read more",₹2 Cr ,20000000.0,3376.0,5940.0,5.0,13.0
"4 BHK Apartment for Sale in Roongta Green Valley, Vesu Surat",Carpet Area,New Property,Ready to Move,Unfurnished,North - East,Luxurious 4 Bhk Flat For Sell In Vesu,₹2.78 Cr ,27799999.999999996,2600.0,6200.0,5.0,13.0
"4 BHK Apartment for Sale in Atlanta Eliza, Vesu Surat",Super Area,New Property,Poss. by Jun '24,Unfurnished,East,Luxurious Flat For Sell With Prime Location And Ultra Luxurious Aminities .Read more,₹3.10 Cr ,31000000.0,4200.0,7381.0,7.0,13.0
4 BHK Apartment for Sale in Vesu Surat,Super Area,New Property,Poss. by Mar '25,Unfurnished,East,4 Bhk luxurious flat for sell in Vesu Prime Area with All Modern Aminities.Read more,₹2.22 Cr ,22200000.000000004,3700.0,6000.0,6.0,13.0
"4 BHK Apartment for Sale in Millionaires Lifestyle, Vesu Surat",Carpet Area,New Property,Poss. by Dec '25,Unfurnished,North - East,"Check out Millionaires Lifestyle in Vesu, one of the upcoming underconstruction housing societies in Surat. There are apartments for sale in Millionaires Lifestyle. This society will have all basic facilities and amenities to suit homebuyers needs and requirements.Read more",₹2.27 Cr ,22700000.0,1925.0,6500.0,5.0,12.0
"4 BHK Apartment for Sale in Rajhans Cremona, Vesu Surat",Super Area,New Property,Ready to Move,Unfurnished,West,"What inspired truly is the Cremona province of Italy. Wellknown for crafting outlandish violins, the city of Cremona is very much a driving force behind creating Rajhans Cremona, a marvelous residential structure which allows its residents to tune into coveted luxury. Located at the most highclass neighborhood in Vesu, Rajhans Cremona 4BHK homes are not just four walls but style statements  big, bold and breathtaking. With the availability of all modern amenities, homes at Rajhans Cremona are like a dip in the ocean of luxury and comfort.Read more",₹2.87 Cr ,28700000.0,4100.0,7000.0,10.0,12.0
"4 BHK Apartment for Sale in Happy Astoria, Vesu Surat",Super Area,New Property,Poss. by Dec '24,Unfurnished,East,"happy Astoria is ideal living for a family with 4 bhk, and the project include all amenities like club house, swimming pool, children play area, open Amphitheater, senior sitting, sports courts, indoor games, Good land space and garden, Gym and many more. An ideal family living project.Read more",₹2.03 Cr ,20299999.999999996,3398.0,5991.0,5.0,14.0
"3 BHK Apartment for Sale in Rajhans Corazo, Vesu Surat",Carpet Area,New Property,Ready to Move,Unfurnished,North - East,Altra Luxurious 3 Bhk Flat For Sell In Vesu,₹1.59 Cr ,15900000.0,1456.0,6000.0,4.0,13.0
"4 BHK Apartment for Sale in Rajhans Cremona, Vesu Surat",Super Area,New Property,Poss. by Jun '24,Unfurnished,East,,₹2.66 Cr ,26600000.0,4100.0,6488.0,7.0,13.0
4 BHK Apartment for Sale in Vesu Surat,Super Area,New Property,Poss. by Mar '25,Unfurnished,East,4 Bhk luxurious flat for sell in Vesu Prime Area with All Modern Aminities.Read more,₹2.76 Cr ,27599999.999999996,4600.0,6000.0,6.0,13.0
