property_name,area_type,property_type,status,furnishing,facing,description,price,price_num,square_feet,price_per_sqft,floor_info,max_floors
3 BHK Apartment for Sale in Althan Surat,Super Area,New Property,Ready to Move,Unfurnished,South - East,3 BHK Luxurious Flat For Sell In Althan Prime Area With All Aminities .For More Details Contact .Read more,₹66 Lac ,6600000.0,1811.0,3644.0,6.0,12.0
"3 BHK Apartment for Sale in Anand Avenue, Jahangirabad Surat",Super Area,New Property,Ready to Move,Unfurnished,East,"Luxurious Flat For Sell In Surat Citys Prime Locality With All Aminities .All thing Nearest like Market , Transportation , School etc.Contact For More Details .Read more",₹58 Lac ,5800000.0,1610.0,3602.0,7.0,13.0
"2 BHK Apartment for Sale in Swagat Clifton, Bhimrad Surat",Super Area,New Property,Ready to Move,Unfurnished,East,2 BHK Flat For Sell In Surat City Prime Area With All Aminities .Read more,₹52 Lac ,5200000.0,1252.0,4153.0,11.0,15.0
"3 BHK Apartment for Sale in Santvan Lexon, Palanpur Surat",Super Area,Resale,Poss. by Dec '24,Unfurnished,East,,₹66 Lac ,6600000.0,1651.0,4000.0,9.0,14.0
2 BHK Apartment for Sale in Palanpur Surat,Super Area,New Property,Poss. by Dec '25,Unfurnished,East,"This 2 BHK flat boasts a prime location, touching the 200foot canal road, offering easy accessibility. All amenities are conveniently located at podium level, enhancing the overall living experience. Additionally, the three levels of parking, equipped with electric points, provide ample parking space and added convenience for residents. Enjoy the perfect combination of convenience and comfort in this welldesigned residence.Read more",₹51.7 Lac ,5170000.0,1206.0,4291.0,7.0,14.0
"3 BHK Apartment for Sale in Suryam Primrose, Pal Surat",Super Area,New Property,Poss. by Apr '25,Unfurnished,East,3 And 4 BHK Luxurious Flat For Sell In Pal Prime Location.Contact for More Details .Read more,₹95.5 Lac ,9550000.0,2075.0,4600.0,6.0,13.0
2 BHK Apartment for Sale in Palanpur Surat,Super Area,New Property,Poss. by Mar '25,Unfurnished,East,"We believes in Originality which they have proved through their unmatched projects again and again. By being original we mean, translating and rationalizing the creative thoughts to functionality. Every project of our Group bears a different thought process and more focus.the idea of creating a robust infrastructure that contains radical design and sensible amenities.Our brand new project is a residential project for the famed and the influential. It is a verdant haven for Families to bask in natures lap while experiencing Sumptuousness of large measureRead more",₹52.6 Lac ,5260000.0,1315.0,4000.0,4.0,13.0
3 BHK Apartment for Sale in Jahangirabad Surat,Carpet Area,New Property,Poss. by Dec '26,Unfurnished,East,next to Canezaa theater near new d mart location a very anchor location and full of amenities with very simple payment conditionsRead more,₹59 Lac ,5900000.0,946.0,3430.0,6.0,14.0
"3 BHK Apartment for Sale in Northern Skyline, Pal Surat",Super Area,New Property,Poss. by May '25,Unfurnished,East,"A beautiful 3 bhk apartment in pal, surat. The property is a part of Northan skyline. It is a new property in a promising locality. This well It is located on the 1st floor. The property ownership is freehold type and has a super builtUp area of 1891. Ft. The price of the property is estimated at rs. And per unit area cost is at rs. 4751per sq. Ft. The apartment is new construction.Read more",₹89.8 Lac ,8980000.0,1891.0,4751.0,5.0,13.0
3 BHK Apartment for Sale in Bhimrad Surat,Super Area,New Property,Ready to Move,Unfurnished,East,"Sample Flat Ready, budgeted 3bhk flat, four side open campus, 10.4inch floor height, very easy payment schedulepay only 16lacs rest amount loanprice Including All Chargesno any hidden chargesRead more",₹82 Lac ,8200000.0,1715.0,4781.0,2.0,13.0
3 BHK Apartment for Sale in Godadara Surat,Super Area,Resale,Ready to Move,Unfurnished,West,godadara near midas square comlex main road bulding near roognta green homeRead more,₹70 Lac ,7000000.0,1940.0,3608.0,6.0,14.0
3 BHK Apartment for Sale in Jahangir Pura Surat,Super Area,Resale,Ready to Move,Unfurnished,East,,₹61 Lac ,6100000.0,1750.0,3486.0,5.0,12.0
3 BHK Apartment for Sale in Adajan Surat,Super Area,Resale,Ready to Move,Furnished,East,,₹95 Lac ,9500000.0,2346.0,4049.0,12.0,13.0
"3 BHK Apartment for Sale in Northern Skyline, Pal Surat",Super Area,New Property,Poss. by Mar '25,Unfurnished,East,,₹81.6 Lac ,8159999.999999999,1737.0,4700.0,6.0,13.0
"2 BHK Apartment for Sale in Nandini 2, Vesu Surat",Super Area,Resale,Ready to Move,Furnished,East,Nandini 2,₹63 Lac ,6300000.0,1283.0,4910.0,2.0,12.0
"2 BHK Apartment for Sale in RAMESWARAM Ivaan, Palanpur Surat",Super Area,New Property,Poss. by Feb '26,Unfurnished,East,3BHK luxurious flats,₹50.6 Lac ,5060000.0,1315.0,3848.0,5.0,13.0
"3 BHK Apartment for Sale in Shreepad Seasons, Palanpur Gam Surat",Super Area,Resale,Ready to Move,Furnished,East,,₹91 Lac ,9100000.0,1782.0,5107.0,9.0,11.0
3 BHK Apartment for Sale in shilp Surat,Super Area,Resale,Ready to Move,Semi-Furnished,East,"Multistorey apartment is available for sale. It covered area of 1650 sq-ft, it is a good location property. Please contact for more details.Read more",₹80 Lac ,8000000.0,1650.0,4848.0,11.0,11.0
1 BHK  House for Sale in Palanpur Surat,Carpet Area,Resale,Ready to Move,Unfurnished,South,"Old Row House For Sale Nr Palanpur canal road, Only Plot Value.",₹55 Lac ,5500000.0,630.0,8730.0,0.0,1.0
"3 BHK Apartment for Sale in Swastik Residency, Vesu Canal Road Surat",Carpet Area,Resale,Ready to Move,Unfurnished,North - East,Luxurious 3 Bhk Flat For Sell In vesu,₹89 Lac ,8900000.0,1050.0,5086.0,6.0,12.0
"3 BHK Apartment for Sale in Triyom Abode, Vesu Surat",Super Area,New Property,Poss. by Dec '27,Unfurnished,East,"The beautifully designed granite flooring enhances the beauty of the flat. Moreover, this property offers close proximity to important landmarks such as close to mall, , and close to school. Many of the modern amenities being offered, like swimming pool, cctv surveillance, club house  community center, fitness centre  gym, park, lifts, maintenance staff and visitor parking, will provide a pleasant living experience for you. This residential project ensures a 2,47 water supply for its residents.Read more",₹94.5 Lac ,9450000.0,2100.0,4500.0,5.0,13.0
"2 BHK Apartment for Sale in Nakshatra Galaxia, Palanpur Surat",Super Area,Resale,Ready to Move,Unfurnished,East,,₹53.5 Lac ,5350000.0,1328.0,4029.0,12.0,15.0
3 BHK Apartment for Sale in Althan Surat,Super Area,New Property,Ready to Move,Unfurnished,South - East,3 BHK Luxurious Flat For Sell In Althan Prime Area With All Aminities .For More Details Contact .Read more,₹64 Lac ,6400000.0,1761.0,3634.0,6.0,12.0
"3 BHK Apartment for Sale in Laxmi Nova, Jahangirabad Surat",Super Area,New Property,Poss. by Oct '24,Unfurnished,East,"Luxurious Flat For Sell In Surat Citys Prime Locality With All Aminities .All thing Nearest like Market , Transportation , School etc.Read more",₹59 Lac ,5900000.0,1644.0,3589.0,6.0,13.0
"2 BHK Apartment for Sale in Oliva Height, Althan Surat",Super Area,New Property,Ready to Move,Unfurnished,South - East,Luxurious Flat For Sell With All Luxurious Aminities .More Details Please Contact.Read more,₹51 Lac ,5100000.0,1275.0,4000.0,4.0,13.0
"3 BHK Apartment for Sale in Sattvam, Pal Surat",Carpet Area,New Property,Poss. by Jun '25,Unfurnished,East,,₹96 Lac ,9600000.0,1134.0,4658.0,7.0,12.0
3 BHK Apartment for Sale in Palanpur Surat,Super Area,New Property,Poss. by Dec '25,Unfurnished,East,"This 2 BHK flat boasts a prime location, touching the 200foot canal road, offering easy accessibility. All amenities are conveniently located at podium level, enhancing the overall living experience. Additionally, the three levels of parking, equipped with electric points, provide ample parking space and added convenience for residents. Enjoy the perfect combination of convenience and comfort in this welldesigned residence.Read more",₹73.1 Lac ,7309999.999999999,1704.0,4291.0,6.0,14.0
3 BHK Apartment for Sale in Pal Surat,Carpet Area,New Property,Poss. by Jul '25,Unfurnished,East,,₹1 Cr ,10000000.0,1000.0,4819.0,8.0,12.0
"3 BHK Apartment for Sale in Divine Desire, Palanpur Surat",Super Area,New Property,Ready to Move,Unfurnished,East,2 And 3 BHK Luxurious Flat For Sell In Palanpur prime Area With All Aminities.Read more,₹64 Lac ,6400000.0,1657.0,3862.0,6.0,13.0
3 BHK Apartment for Sale in Jahangirabad Surat,Carpet Area,New Property,Poss. by Dec '25,Unfurnished,East,"the flat presents an epitome of luxurious residential living with its offering of  2, 3 BHK luxurious flats. Situated in a prime location, it ensures excellent connectivity for its residents, enhancing the overall living experience.Read more",₹54.5 Lac ,5450000.0,817.0,3157.0,6.0,14.0
"3 BHK Apartment for Sale in Samarth Sapphire, Pal Surat",Super Area,New Property,Poss. by Dec '25,Unfurnished,East,"A beautiful 3bhk apartment in pal, surat. The property is a part of Samarth sapphire. It is a new property in a promising locality. This well It is located on the 5th floor. The property ownership is freehold type and has a super builtUp area of 1650. Ft. The price of the property is estimated at rs. And per unit area cost is at rs. 4200per sq. Ft. The apartment is new construction.Read more",₹69.3 Lac ,6930000.0,1650.0,4200.0,5.0,13.0
2 BHK Apartment for Sale in Vesu Surat,Super Area,New Property,Ready to Move,Unfurnished,North,2BHK FlatsBeside Sangini EvoqueCentre Of VIP And 2nd VIP RoadBest LocationOnly Vegetarian Family AllowedJain Temple In CampusRead more,₹61 Lac ,6100000.0,1259.0,4845.0,7.0,13.0
3 BHK Apartment for Sale in Godadara Surat,Super Area,Resale,Ready to Move,Unfurnished,East,main road buliding godadara area top building near midas square,₹69 Lac ,6900000.0,1882.0,3666.0,12.0,14.0
"3 BHK Apartment for Sale in Veer Swastik Sky, Pal Surat",Super Area,New Property,Poss. by Mar '25,Unfurnished,East,,₹88.9 Lac ,8890000.0,1891.0,4700.0,7.0,13.0
"3 BHK Apartment for Sale in Nandini 2, Vesu Surat",Super Area,Resale,Ready to Move,Furnished,East,Nandini 2,₹81 Lac ,8100000.0,1645.0,4924.0,6.0,12.0
"2 BHK Apartment for Sale in Shreepad Panorama, Palanpur Gam Surat",Super Area,Resale,Ready to Move,Furnished,East,2 BHK Luxurious Fully Furnished Road Side Flat for Sell.,₹60 Lac ,6000000.0,1327.0,4521.0,6.0,14.0
"3 BHK Apartment for Sale in Nakshatra Embassy, Palanpur Surat",Super Area,Resale,Ready to Move,Furnished,East,,₹70 Lac ,7000000.0,1630.0,4294.0,7.0,13.0
2 BHK Apartment for Sale in Adajan Surat,Super Area,Resale,Ready to Move,Furnished,West,"Multistorey apartment is available for sale. It covered area of 1260 sq-ft, it is a good location property. Please contact for more details.Read more",₹60 Lac ,6000000.0,1260.0,4762.0,12.0,12.0
"3 BHK Apartment for Sale in Happy Residency, Vesu Surat",Carpet Area,Resale,Ready to Move,Unfurnished,North - East,Specious 3 Bhk Flat For Sell In Vesu.,₹91 Lac ,9100000.0,1300.0,4439.0,9.0,13.0
"2 BHK Apartment for Sale in Raghuvir Sheron, Vesu Surat",Carpet Area,New Property,Ready to Move,Unfurnished,North,"This 2 bhk apartment is available for sale in raghuvir sheron appt., one of the most prominent projects for flats in vesu, surat. This property faces the northEast direction. Constructed on a super built up area of 1361 sq.Ft., the flat comprises 2 bedrooms, 2 bathrooms and 1 balcony.Read more",₹70 Lac ,7000000.0,749.0,5145.0,5.0,13.0
"3 BHK Apartment for Sale in Monarch recidency, Palanpur Gam Surat",Super Area,Resale,Ready to Move,Unfurnished,East,,₹76 Lac ,7600000.0,1767.0,4301.0,8.0,12.0
3 BHK Apartment for Sale in Althan Surat,Super Area,New Property,Ready to Move,Unfurnished,East,3 bhk flat for sale in shivalik candle althan surat.,₹77.5 Lac ,7750000.0,1773.0,4372.0,8.0,12.0
"3 BHK Apartment for Sale in The Iconic, Adajan Surat",Super Area,New Property,Poss. by Jan '25,Unfurnished,East,"Luxurious Flat For Sell In Surat Citys Prime Locality With All Aminities .All thing Nearest like Market , Transportation , School etc.Contact For More Details .Read more",₹62 Lac ,6200000.0,1800.0,3444.0,7.0,13.0
"2 BHK Apartment for Sale in Oliva Height, Althan Surat",Super Area,New Property,Ready to Move,Furnished,East,2 BHK Flat For Sell With Fully Furnished In Althan with New Construction .Read more,₹65 Lac ,6500000.0,1270.0,5118.0,7.0,12.0
3 BHK Apartment for Sale in Jahangirabad Surat,Carpet Area,Resale,Ready to Move,Unfurnished,East,,₹64.4 Lac ,6440000.000000001,981.0,3611.0,6.0,14.0
2 BHK Apartment for Sale in Palanpur Surat,Super Area,Resale,Ready to Move,Furnished,East,"This beautiful 2 bhk flat in palanpur, surat is situated in nr.Gaurav path, one of the popular residential society in surat. This is a eastFacing property. Constructed on a super built up area of 1250 sq.Ft., the flat comprises 2 bedrooms, 2 bathrooms and 1 balcony. The property is located on the 7th floor of a 13 floors tall building. As the project is already ready to move, so you can easily move into this 15 years old property. The flat comes well built with vitrified flooring options. This flat is located near close to metro station. The flat will offer a modern lifestyle as it is presRead more",₹65 Lac ,6500000.0,1250.0,5200.0,7.0,13.0
3 BHK Apartment for Sale in Bamroli Surat,Super Area,New Property,Poss. by Aug '24,Unfurnished,East,18 Floor High Rise Building Flat for Sell In Vesu Prime Area with All Aminities.Read more,₹65 Lac ,6500000.0,1781.0,3651.0,7.0,13.0
3 BHK Apartment for Sale in Pal Surat,Carpet Area,New Property,Poss. by May '25,Unfurnished,East,,₹1 Cr ,10000000.0,1000.0,4852.0,6.0,12.0
"3 BHK Apartment for Sale in Supath Enclave, Adajan Surat",Super Area,New Property,Ready to Move,Unfurnished,East,Luxurious Flat For Sell In Adajan Prime Area With Attactive Price In Area.Read more,₹79.9 Lac ,7990000.000000001,1857.0,4300.0,7.0,13.0
3 BHK Apartment for Sale in Jahangirabad Surat,Carpet Area,New Property,Poss. by Jun '26,Unfurnished,East,"New Gaurav path Prime location with all social amenities like metro, school, hospitals, college and restaurants at walking distance. 1st time ever in Jahangirabad  70 percent open space campus having individual towers with abundant light  ventilation in campus, with natural skylight at each floor levelRead more",₹59.7 Lac ,5970000.0,935.0,3509.0,-2.0,14.0
"3 BHK Apartment for Sale in Veer Swastik Sky, Pal Surat",Super Area,New Property,Poss. by Dec '24,Unfurnished,East,"A beautiful 3bhk apartment in pal, surat. The property is a part of Veer Swastik Sky. It is a new property in a promising locality. This well It is located on the 5th floor. The property ownership is freehold type and has a super builtUp area of 1881. Ft. The price of the property is estimated at rs. And per unit area cost is at rs. 4751per sq. Ft. The apartment is new construction.Read more",₹89.4 Lac ,8940000.0,1881.0,4751.0,5.0,13.0
2 BHK Apartment for Sale in Rameshwaram Height Surat,Super Area,Resale,Ready to Move,Unfurnished,West,"2BHK Spacious Furnished Flat For Sell Opp Capital Green, G.D.Goenka Canal RoadPosh AreaDining SpaceFor more details please call meRead more",₹69 Lac ,6900000.0,1371.0,5033.0,4.0,12.0
"2 BHK Apartment for Sale in Meera Height, Bhimrad Surat",Super Area,New Property,Ready to Move,Unfurnished,West,Meera Heights is ready to move premium 2BHK Project by well know Meera Developers. It has 2 Standing Balcony and 1 balcony and specious 2 bedroom with attached washroom. Maser bedroom has wooden flooring and the height of the celling is 10.5 ft.Read more,₹59.8 Lac ,5980000.0,1391.0,4300.0,14.0,14.0
4 BHK Apartment for Sale in Godadara Surat,Super Area,Resale,Ready to Move,Unfurnished,East,main road buliding godadara area top building near midas square,₹1 Cr ,10000000.0,2700.0,3704.0,8.0,14.0
2 BHK Apartment for Sale in Pal Surat,Super Area,New Property,Ready to Move,Semi-Furnished,East,,₹55 Lac ,5500000.0,1251.0,4396.0,8.0,15.0
"2 BHK Apartment for Sale in Pramukh Amaya, Palanpur Surat",Super Area,New Property,Poss. by Mar '26,Unfurnished,East,This project has subvention scheme where you have to pay only 15 lakhs in 2 months and the remaining amount after 3 years when you get possessionRead more,₹55.7 Lac ,5570000.0,1311.0,4251.0,5.0,13.0
"3 BHK Apartment for Sale in Ratna Shyam Residency, Althan Surat",Super Area,Resale,Ready to Move,Unfurnished,East,Ratna shyam resi,₹88.9 Lac ,8890000.0,1975.0,4500.0,8.0,12.0
"3 BHK Apartment for Sale in Abhishek Sanctum Homes, Pal Gam Surat",Carpet Area,Resale,Ready to Move,Unfurnished,East,very very pose area in Surat,₹80 Lac ,8000000.0,1400.0,4000.0,1.0,5.0
"3 BHK Apartment for Sale in ORCHID Harmony, Adajan Surat",Super Area,New Property,Ready to Move,Semi-Furnished,East,3BHK luxurious flats For Sell In Adajan Prime Area.,₹65 Lac ,6500000.0,1750.0,3714.0,5.0,15.0
"3 BHK Apartment for Sale in Shreepad Antillia, Pal Gam Surat",Super Area,Resale,Ready to Move,Unfurnished,East,,₹86 Lac ,8600000.0,1960.0,4388.0,5.0,5.0
"2 BHK Apartment for Sale in Sangini Gardenia, Jahangirabad Surat",Carpet Area,Resale,Ready to Move,Semi-Furnished,East,A multistorey apartment is available for sale. It is a good location. Please contact for more details.Read more,₹53 Lac ,5300000.0,1240.0,4274.193548387097,5.0,8.0
"3 BHK Apartment for Sale in Aagam Enclave, Vesu Surat",Carpet Area,Resale,Ready to Move,Unfurnished,North - East,Luxurious 3 Bhk Flat For Sell In Vesu,₹78 Lac ,7800000.0,1110.0,4216.0,8.0,11.0
"3 BHK Apartment for Sale in Milestone Utsav, Althan Surat",Super Area,New Property,Ready to Move,Unfurnished,East,"he beautifully designed granite flooring enhances the beauty of the flat. Moreover, this property offers close proximity to important landmarks such as close to mall, , and close to school. Many of the modern amenities being offered, like swimming pool, cctv surveillance, club house  community center, fitness centre  gym, park, lifts, maintenance staff and visitor parking, will provide a pleasant living experience for you. This residential project ensures a 247 water supply for its residents.Read more",₹87 Lac ,8700000.0,1815.0,4793.0,5.0,12.0
"3 BHK Apartment for Sale in Avadh Carolina, Dumas Road Surat",Super Area,Resale,Ready to Move,Furnished,East,Multistorey apartment is available for sale. It is a good location property. Please contact for more details.Read more,₹96 Lac ,9600000.0,1840.0,5217.0,2.0,13.0
3 BHK Apartment for Sale in Althan Surat,Super Area,New Property,Poss. by Nov '24,Unfurnished,East,3 BHK Luxurious Flat For Sell In Althan Area With All Aminities .Read more,₹82.1 Lac ,8209999.999999999,1803.0,4551.0,6.0,13.0
"3 BHK Apartment for Sale in Orchid Gardenia, Palanpur Surat",Super Area,New Property,Ready to Move,Unfurnished,East,"Luxurious Flat For Sell In Surat Citys Prime Locality With All Aminities .All thing Nearest like Market , Transportation , School etc.Read more",₹61.9 Lac ,6190000.0,1586.0,3900.0,7.0,13.0
"3 BHK Apartment for Sale in Oliva Height, Althan Surat",Super Area,New Property,Ready to Move,Unfurnished,East,3 BHK Flat For Sell With Fully Furnished In Althan With NEw Construction .Read more,₹83 Lac ,8300000.0,1857.0,4470.0,6.0,12.0
3 BHK Apartment for Sale in Devshree Iconic Surat,Carpet Area,Resale,Poss. by May '25,Unfurnished,East,,₹56 Lac ,5600000.0,962.0,3200.0,7.0,14.0
"3 BHK Apartment for Sale in Pratishtha Heights, Palanpur Surat",Super Area,New Property,Poss. by Feb '26,Unfurnished,East,"This 3 BHK flat offers affordability with a prime location right opposite a luxurious restaurant, boasting scenic views. Its conveniently situated on the Gaurav Path road and is purely residential, ensuring a peaceful atmosphere. The 16foot height parking provides ample space, and you can even use hydraulic parking to maximize parking capacity. Enjoy comfortable living with added convenience in this wellappointed residence.Read more",₹73.9 Lac ,7390000.000000001,1918.0,3853.0,3.0,14.0
"2 BHK Apartment for Sale in Raghuvir Sheron, Vesu Surat",Carpet Area,New Property,Ready to Move,Unfurnished,East,2bhk 3bhk and 4bhk luxurious flets for sell with all amenities.,₹70 Lac ,7000000.0,749.0,5143.0,10.0,13.0
3 BHK Apartment for Sale in Jahangirabad Surat,Carpet Area,New Property,Poss. by Jun '25,Unfurnished,East,,₹75 Lac ,7500000.0,1000.0,4039.0,6.0,14.0
"3 BHK Apartment for Sale in Samarth Sapphire, Pal Surat",Super Area,New Property,Ready to Move,Unfurnished,East,3 BHK Luxurious Flat For Sell In PalanpurArea With All Aminities.Read more,₹72.5 Lac ,7250000.0,1725.0,4200.0,6.0,13.0
3 BHK Apartment for Sale in Pal Surat,Carpet Area,New Property,Poss. by Dec '25,Unfurnished,East,"The term serene is defined as calm, peaceful, and untroubled tranquil. We would also like to tack onto this definition as far as design and styling a home goes light and airy with good balance, flow, harmony, and feng shuiRead more",₹86 Lac ,8600000.0,980.0,4651.0,8.0,14.0
2 BHK Apartment for Sale in Palanpur Surat,Carpet Area,New Property,Poss. by May '26,Unfurnished,East,"The project is a premium housing project launched by reputed Builders in Palanpur, Surat. These 2, 3, 4 BHK Apartment in Surat East are available from 1750 sqft. Among the many luxurious amenities that the project hosts are Street Lighting, 24 X 7 Security, Solid Waste Management And Disposal, Sewage Treatment Plant, Landscape Garden and Tree Planting etc.Read more",₹51.1 Lac ,5110000.0,718.0,3910.0,6.0,14.0
"2 BHK Apartment for Sale in Laxmipati Euphoria, Palanpur Surat",Super Area,New Property,Poss. by Dec '26,Unfurnished,East,"2 bhk  flat is available in the promising locality of palanpur, surat. It is a under construction in spacious flat and is located on the 5th floor. Every single detail of the flat is carefully designed. This feng shuivaastu compliant property offers quality specifications such as lifts, park, visitor parking, water storage and intercom facility. It is a gated society flat. It is a freehold property, with a super built-Up area of 1321sq. Ft.Read more",₹57.5 Lac ,5750000.0,1321.0,4350.0,5.0,13.0
3 BHK Apartment for Sale in Althan Surat,Super Area,New Property,Poss. by Aug '24,Unfurnished,East,"100 Percent Vastu Flat, 10.4inch Floor Height, 4Side Open Campus, No Any Hidden chargesRead more",₹82 Lac ,8200000.0,1715.0,4781.0,9.0,13.0
3 BHK Apartment for Sale in Palanpur Surat,Carpet Area,Resale,Ready to Move,Semi-Furnished,East,,₹56.6 Lac ,5660000.0,933.0,3516.0,11.0,13.0
"3 BHK Apartment for Sale in Shiv Samarth II, Pal Surat",Super Area,New Property,Poss. by Aug '24,Unfurnished,East,,₹68 Lac ,6800000.0,1802.0,3774.0,7.0,19.0
3 BHK Apartment for Sale in Jahangirabad Surat,Super Area,New Property,Poss. by Jul '25,Unfurnished,East,,₹64 Lac ,6400000.0,1835.0,3488.0,4.0,14.0
"3 BHK Apartment for Sale in Shaligram Flats, Vesu Surat",Super Area,Resale,Ready to Move,Semi-Furnished,East,luxurious 3bhk flats,₹85 Lac ,8500000.0,1650.0,5152.0,5.0,13.0
"3 BHK Apartment for Sale in Shreepad Panorama, Palanpur Gam Surat",Super Area,Resale,Ready to Move,Furnished,East,,₹80 Lac ,8000000.0,1782.0,4489.0,7.0,11.0
"3 BHK Apartment for Sale in Sun Sarvam, Vesu Surat",Carpet Area,New Property,Ready to Move,Unfurnished,North - East,Luxurious 3 Bhk Flat For Sell In Vesu,₹91.5 Lac ,9150000.0,1100.0,4751.0,5.0,7.0
"3 BHK Apartment for Sale in Happy Elegance, Vesu Surat",Super Area,New Property,Ready to Move,Unfurnished,East,"This 3 bhk apartment is available for sale in happy elegance, one of the most prominent projects for flats in vesu, surat.Constructed on a super built up area of 1643 sq.Ft., the flat comprises 3 bedrooms, 3 bathrooms and 1 balcony. This flat is situated on the 8th floor of this 13 floors tall residential building. This 01 year old property is available for immediate possession as the project is ready to move. The floor of this flat is beautifully designed using vitrified flooring.Read more",₹83.8 Lac ,8380000.0,1643.0,5100.0,7.0,13.0
"3 BHK Apartment for Sale in Blu Altezza, Pal Gam Surat",Super Area,Resale,Ready to Move,Unfurnished,East,"Multistorey apartment is available for sale. It has covered area 1956 sq-ft, it is 3 BHK apartment. Please contact for more details.Read more",₹95 Lac ,9500000.0,1956.0,4857.0,4.0,13.0
3 BHK Apartment for Sale in Althan Surat,Super Area,New Property,Poss. by Nov '24,Unfurnished,East,3 BHK Luxurious Flat For Sell In Althan Area With All Aminities .Read more,₹60 Lac ,6000000.0,1690.0,3550.0,6.0,13.0
"3 BHK Apartment for Sale in Nakshatra Galaxia, Palanpur Surat",Super Area,New Property,Ready to Move,Unfurnished,East,"Luxurious Flat For Sell In Surat Citys Prime Locality With All Aminities .All thing Nearest like Market , Transportation , School etc.Contact For More Details .Read more",₹66 Lac ,6600000.0,1762.0,3746.0,7.0,13.0
"3 BHK Apartment for Sale in Meera Homes, Bhimrad Surat",Super Area,New Property,Ready to Move,Unfurnished,East,3 BHK Flat ForSell WithNew Construction In Althan.,₹85 Lac ,8500000.0,1884.0,4512.0,6.0,12.0
2 BHK  House for Sale in Dandi Road Surat,Carpet Area,New Property,Ready to Move,Unfurnished,East,"Best 2  3bhk project. Most spacious project with fully loaded amneities. Best garden and ambiance. Best locality and offers your private garden and personal swimming pool inside your unit with most spacious kitchen, living and bedroomsRead more",₹63 Lac ,6300000.0,1500.0,4200.0,0.0,1.0
"3 BHK Apartment for Sale in Pratishtha Heights, Palanpur Surat",Super Area,New Property,Poss. by Jan '26,Unfurnished,East,"This 3 BHK flat offers affordability with a prime location right opposite a luxurious restaurant, boasting scenic views. Its conveniently situated on the Gaurav Path road and is purely residential, ensuring a peaceful atmosphere. The 16foot height parking provides ample space, and you can even use hydraulic parking to maximize parking capacity. Enjoy comfortable living with added convenience in this wellappointed residence.Read more",₹84.6 Lac ,8460000.0,2196.0,3851.0,3.0,14.0
"2 BHK Apartment for Sale in Raghuvir Spalex, Vesu Surat",Carpet Area,New Property,Ready to Move,Unfurnished,East,The beauty of high life awaits.,₹75.1 Lac ,7509999.999999999,750.0,5500.0,5.0,10.0
3 BHK Apartment for Sale in Jahangirabad Surat,Carpet Area,New Property,Poss. by Sep '24,Unfurnished,East,,₹65 Lac ,6500000.0,1000.0,3954.0,6.0,14.0
"3 BHK Apartment for Sale in Globcon Spendora, Palanpur Surat",Super Area,New Property,Ready to Move,Unfurnished,East,2 And 3 BHK Luxurious Flat For Sell In Palanpur prime Area With All Aminities.Read more,₹63.7 Lac ,6370000.0,1550.0,4110.0,6.0,14.0
2 BHK Apartment for Sale in Pal Surat,Carpet Area,New Property,Poss. by Jul '24,Unfurnished,East,Lowest rate in pal tp 15first project in pal single towerredbricks construction.Read more,₹50.8 Lac ,5080000.0,665.0,4200.0,4.0,13.0
2 BHK Apartment for Sale in Pal Surat,Carpet Area,New Property,Poss. by Dec '25,Unfurnished,East,"For those looking to buy a residential property, here comes one of the choicest offerings in Surat, at PAL. This Project  is among the newest addresses for homebuyers. This is an under construction project right now, and is expected to be delivered by Dec, 2025. It has a variety of options to choose from that too in a varied budget range.Read more",₹59.1 Lac ,5910000.0,674.0,4600.0,8.0,13.0
"3 BHK Apartment for Sale in Laxmipati Euphoria, Palanpur Surat",Super Area,New Property,Poss. by Dec '26,Unfurnished,East,"3 bhk  flat is available in the promising locality of palanpur, surat. It is a under construction in spacious flat and is located on the 5th floor. Every single detail of the flat is carefully designed. This feng shuivaastu compliant property offers quality specifications such as lifts, park, visitor parking, water storage and intercom facility. It is a gated society flat. It is a freehold property, with a super builtUp area of 1863 sq. Ft.Read more",₹82.9 Lac ,8290000.000000001,1863.0,4450.0,5.0,13.0
"3 BHK Apartment for Sale in Swapnabhoomi, Vesu Surat",Super Area,New Property,Ready to Move,Unfurnished,East,"Ready To Move, Well Maintain Campus",₹1 Cr ,10000000.0,1962.0,5097.0,2.0,13.0
"3 BHK Apartment for Sale in Meera Homes, Bhimrad Surat",Super Area,New Property,Ready to Move,Unfurnished,East,Meera Homes is a premium 3BHK Project in the heart of the Althan Bhimrad. The 2 specious bedroom has wooden and granamite flooring with 3 balconies. while salb to slab height og 11 feet gives specious feel it aslo has 2 car parking. The flat aso comes with pre fitted  gyser and water filter.Read more,₹88.9 Lac ,8890000.0,1958.0,4541.0,1.0,13.0
3 BHK Apartment for Sale in Bhimrad Surat,Super Area,Resale,Ready to Move,Unfurnished,East,,₹86 Lac ,8600000.0,1865.0,4611.0,5.0,13.0
3 BHK Apartment for Sale in Palanpur Surat,Carpet Area,Resale,Ready to Move,Unfurnished,East,,₹63 Lac ,6300000.0,1008.0,3625.0,9.0,13.0
